source_dataset,source_split,sample_id,label_source,text,audio_path,image_path,depression,anxiety,stress,sleep_disorder,burnout,loneliness,substance_abuse
MELD,train,meld-train-dia595-utt3,meld_emotion_sentiment_keyword_proxy,I’m not getting into this again!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia292-utt1,meld_emotion_sentiment_keyword_proxy,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia259-utt3,meld_emotion_sentiment_keyword_proxy,MY SANDWICH!!!!!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1005-utt16,meld_emotion_sentiment_keyword_proxy,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia320-utt3,meld_emotion_sentiment_keyword_proxy,What?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia707-utt9,meld_emotion_sentiment_keyword_proxy,Whoa-whoa-whoa!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia657-utt11,meld_emotion_sentiment_keyword_proxy,The best man? Wow!,,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia892-utt9,meld_emotion_sentiment_keyword_proxy,What is it?,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia851-utt1,meld_emotion_sentiment_keyword_proxy,Boyfriend?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,dev,meld-dev-dia10-utt4,meld_emotion_sentiment_keyword_proxy,It's a witness not a perp. And no one talks like that!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia201-utt8,meld_emotion_sentiment_keyword_proxy,"Oh yeah?  If I can’t, I’ll knock five bucks off the price off the unit.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia1-utt11,meld_emotion_sentiment_keyword_proxy,"I-I’m sorry, but the moment I touch him, I just wanna throw out my old oath and take a new, dirty one.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia26-utt15,meld_emotion_sentiment_keyword_proxy,Did it ever occur to you that I might just be that stupid?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia738-utt6,meld_emotion_sentiment_keyword_proxy,I can’t believe mom and dad are selling the house!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia848-utt6,meld_emotion_sentiment_keyword_proxy,Ohhhhhhhh God.,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia160-utt4,meld_emotion_sentiment_keyword_proxy,Are-are-are Rachel and I not as close as you guys?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia237-utt8,meld_emotion_sentiment_keyword_proxy,"Can you believe it? I mean, don't I seem like somebody who should be doing something really",,,0.34,0.52,0.9,0.38,0.71,0.23,0.9
MELD,train,meld-train-dia660-utt4,meld_emotion_sentiment_keyword_proxy,And instead my parents got me this little plastic chicken that you hop around on.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia61-utt1,meld_emotion_sentiment_keyword_proxy,"Look, not that I enjoy talking about people who I went to high school with, ‘cause I do, but umm, maybe we could talk about something else?",,,0.3,0.38,0.66,0.3,0.49,0.17,0.68
RAVDESS,full,ravdess-03-01-06-01-01-02-08,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 08,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_08\03-01-06-01-01-02-08.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,dev,meld-dev-dia19-utt5,meld_emotion_sentiment_keyword_proxy,The woman I love is having a baby today. I've been waiting for this just as much as you have.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia983-utt6,meld_emotion_sentiment_keyword_proxy,"Ugh! Joey, I have to go.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-02-01-04,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 04,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_04\03-01-06-01-02-01-04.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia275-utt2,meld_emotion_sentiment_keyword_proxy,"Joey, do you have a minute?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-07-01-02-01-22,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 22,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_22\03-01-07-01-02-01-22.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-03-01-06-01-02-02-01,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 01,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_01\03-01-06-01-02-02-01.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia148-utt4,meld_emotion_sentiment_keyword_proxy,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia279-utt7,meld_emotion_sentiment_keyword_proxy,"Look, I really need some help, okay? Why? Why did I have to speak in a British accent?! What do I do?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia200-utt4,meld_emotion_sentiment_keyword_proxy,We’re trying to think!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia268-utt1,meld_emotion_sentiment_keyword_proxy,"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia34-utt12,meld_emotion_sentiment_keyword_proxy,"Oh my God!! Do it!! Honey, you’ve waited",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia448-utt2,meld_emotion_sentiment_keyword_proxy,"""I’m Monica.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia108-utt13,meld_emotion_sentiment_keyword_proxy,"Oh, honey, don’t worry. She's gonna make it on time.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia978-utt6,meld_emotion_sentiment_keyword_proxy,You missed the exit!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia648-utt2,meld_emotion_sentiment_keyword_proxy,"Oh god, my eye!""",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1025-utt11,meld_emotion_sentiment_keyword_proxy,"This is the only dessert and if I screw it up everybody's gonna be like “Oh, remember that Thanksgiving when Rachel screwed up the trifle?”",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,test,meld-test-dia25-utt0,meld_emotion_sentiment_keyword_proxy,What? Honey.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-06-02-02-02-07,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 07,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_07\03-01-06-02-02-02-07.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,test,meld-test-dia179-utt1,meld_emotion_sentiment_keyword_proxy,"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-02-02-02-03,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 03,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_03\03-01-07-02-02-02-03.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia476-utt4,meld_emotion_sentiment_keyword_proxy,I tried to reach you at work. There’s....been a fire.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia1036-utt0,meld_emotion_sentiment_keyword_proxy,Hey-hey! Stanley! Hey-hey! You're leading man is here! Let's get to work.,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia745-utt0,meld_emotion_sentiment_keyword_proxy,"Well, it's official there are no good movies.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia222-utt12,meld_emotion_sentiment_keyword_proxy,"And then you realised if you  bitched about it, then you  would stop cooking, and you  would have to make your famous baked potato and Diet Coke.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia549-utt5,meld_emotion_sentiment_keyword_proxy,"Oh that one is available now, but only identical twins are eligible. It’s a twins study.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia54-utt8,meld_emotion_sentiment_keyword_proxy,Probably kill myself!,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia990-utt19,meld_emotion_sentiment_keyword_proxy,Get off!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia211-utt12,meld_emotion_sentiment_keyword_proxy,"You tell her Jack, I can’t do it.",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia615-utt3,meld_emotion_sentiment_keyword_proxy,"Oh, hey, don't do that! Cut it out!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia263-utt5,meld_emotion_sentiment_keyword_proxy,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-01-02-15,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 15,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_15\03-01-06-01-01-02-15.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia1007-utt6,meld_emotion_sentiment_keyword_proxy,"Oh, come here sweetie, listen, you’re gonna go on like a thousand interviews before you get a job.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-07-01-01-02-21,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 21,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_21\03-01-07-01-01-02-21.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia189-utt6,meld_emotion_sentiment_keyword_proxy,Oh my God!  Where the hell have you been?!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-02-01-01-12,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 12,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_12\03-01-07-02-01-01-12.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,dev,meld-dev-dia38-utt0,meld_emotion_sentiment_keyword_proxy,"Dude, you don’t have to brag! We got nothing here!!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-01-01-01-24,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 24,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_24\03-01-06-01-01-01-24.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-03-01-06-01-02-02-14,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-06-01-02-02-14.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia658-utt19,meld_emotion_sentiment_keyword_proxy,"Okay, they're just talking...",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-02-01-06-01-02-01-03,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-01-02-01-03.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-02-01-06-01-02-02-01,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-01-02-02-01.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-03-01-05-02-01-02-01,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 02 actor 01,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_01\03-01-05-02-01-02-01.wav,,0.26,0.45,0.89,0.34,0.69,0.12,0.76
MELD,train,meld-train-dia349-utt11,meld_emotion_sentiment_keyword_proxy,Oh no!You guys aren't supposed to get divorced for 7 years!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia137-utt7,meld_emotion_sentiment_keyword_proxy,Dude! Dude!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia1008-utt8,meld_emotion_sentiment_keyword_proxy,Really?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia700-utt10,meld_emotion_sentiment_keyword_proxy,"Oh Ross, come on! This is not, this is not a marriage!! This is the world’s worst hangover! Ross, listen, if",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia10-utt4,meld_emotion_sentiment_keyword_proxy,"Okay, does this look like a garbage can to you?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia583-utt6,meld_emotion_sentiment_keyword_proxy,"No, don’t look directly at them!",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia312-utt2,meld_emotion_sentiment_keyword_proxy,"Y'know, hey! You’re the one who ended it, remember?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia108-utt6,meld_emotion_sentiment_keyword_proxy,Ow!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia517-utt0,meld_emotion_sentiment_keyword_proxy,Come on more!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia70-utt8,meld_emotion_sentiment_keyword_proxy,Will the stable boy never get the princess??,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-02-01-04-02-02-01-02,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 02 repetition 01 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-04-02-02-01-02.jpg,0.8,0.33,0.39,0.64,0.39,0.7,0.34
RAVDESS,full,ravdess-03-01-07-01-02-01-17,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 17,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_17\03-01-07-01-02-01-17.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia346-utt2,meld_emotion_sentiment_keyword_proxy,Am I naked again?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia407-utt0,meld_emotion_sentiment_keyword_proxy,What?! What good is that gonna do anybody?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia794-utt2,meld_emotion_sentiment_keyword_proxy,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonna be at that airport and I hope that she’ll be there too!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia839-utt12,meld_emotion_sentiment_keyword_proxy,And shame on you!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia637-utt5,meld_emotion_sentiment_keyword_proxy,Why am I not surprised?,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,dev,meld-dev-dia94-utt9,meld_emotion_sentiment_keyword_proxy,"Oh, you've tasted it.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia34-utt8,meld_emotion_sentiment_keyword_proxy,I feel stupid.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia126-utt1,meld_emotion_sentiment_keyword_proxy,HEY!! Do you,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia936-utt1,meld_emotion_sentiment_keyword_proxy,"Yeah, it’s in the guys’ apartment under the sink. Why?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia479-utt6,meld_emotion_sentiment_keyword_proxy,Y’know I-I-I haven’t spoken to him in like ten years and he asks me for a favor!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-01-01-07-02-02-01-01,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-07-02-02-01-01.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia481-utt0,meld_emotion_sentiment_keyword_proxy,You wanna fool around with Joey?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia770-utt13,meld_emotion_sentiment_keyword_proxy,Do not speak ill of the dead.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia56-utt5,meld_emotion_sentiment_keyword_proxy,Vic! Vic!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia145-utt7,meld_emotion_sentiment_keyword_proxy,"Look look! He's doing it again, the guy with the telescope!",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,dev,meld-dev-dia72-utt2,meld_emotion_sentiment_keyword_proxy,Then do Iceberg!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-07-02-01-02-04,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-07-02-01-02-04.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia558-utt6,meld_emotion_sentiment_keyword_proxy,You told this guy that I was looking for a fling?! You don’t tell the guy that!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-02-01-02-02-24,ravdess_emotion_intensity_proxy,RAVDESS calm speech clip statement 02 repetition 02 actor 24,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_24\03-01-02-01-02-02-24.wav,,0.08,0.06,0.06,0.06,0.06,0.06,0.04
RAVDESS,full,ravdess-03-01-04-02-01-02-03,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 02 actor 03,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_03\03-01-04-02-01-02-03.wav,,0.8,0.33,0.39,0.64,0.39,0.7,0.34
RAVDESS,full,ravdess-03-01-05-01-01-01-22,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 01 actor 22,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_22\03-01-05-01-01-01-22.wav,,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,train,meld-train-dia463-utt10,meld_emotion_sentiment_keyword_proxy,Y’know what? Forget it!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-01-01-01-19,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 19,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_19\03-01-06-01-01-01-19.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-02-01-06-01-01-01-03,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-01-01-01-03.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia645-utt6,meld_emotion_sentiment_keyword_proxy,"Oh, can I throw up in my diaper genie?",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-07-02-01-02-16,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 16,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_16\03-01-07-02-01-02-16.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia569-utt3,meld_emotion_sentiment_keyword_proxy,Oh my God!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia198-utt4,meld_emotion_sentiment_keyword_proxy,"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia6-utt5,meld_emotion_sentiment_keyword_proxy,"Oh no-no-no, give me some specifics.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-08-01-01-02-23,ravdess_emotion_intensity_proxy,RAVDESS surprised speech clip statement 01 repetition 02 actor 23,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_23\03-01-08-01-01-02-23.wav,,0.12,0.44,0.38,0.14,0.12,0.08,0.05
MELD,train,meld-train-dia275-utt0,meld_emotion_sentiment_keyword_proxy,What difference does that make?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia15-utt4,meld_emotion_sentiment_keyword_proxy,"Oh my God, wh-what happened?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia252-utt0,meld_emotion_sentiment_keyword_proxy,"Oh my God! If you say that one more time,",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia234-utt7,meld_emotion_sentiment_keyword_proxy,Huh?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia113-utt13,meld_emotion_sentiment_keyword_proxy,I know!,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia395-utt6,meld_emotion_sentiment_keyword_proxy,I want to do it again.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia887-utt5,meld_emotion_sentiment_keyword_proxy,"In fact, I-I-I was married to one of them.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia315-utt4,meld_emotion_sentiment_keyword_proxy,"How could you say yes, what about our catering business?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia398-utt8,meld_emotion_sentiment_keyword_proxy,"I don't know...right, he's the pig!",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia608-utt4,meld_emotion_sentiment_keyword_proxy,Thanks.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia112-utt4,meld_emotion_sentiment_keyword_proxy,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.68
MELD,train,meld-train-dia985-utt4,meld_emotion_sentiment_keyword_proxy,Bastard!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia208-utt9,meld_emotion_sentiment_keyword_proxy,"Oh please, he’ll be with his real family, the twins and little miss new boobs.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia463-utt5,meld_emotion_sentiment_keyword_proxy,Well I’ve forgotten what it tastes like okay?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia14-utt1,meld_emotion_sentiment_keyword_proxy,Yeah!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,test,meld-test-dia30-utt5,meld_emotion_sentiment_keyword_proxy,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia1029-utt0,meld_emotion_sentiment_keyword_proxy,Really? Like how?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-04-02-02-01-22,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 02 repetition 01 actor 22,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_22\03-01-04-02-02-01-22.wav,,0.8,0.33,0.39,0.64,0.39,0.7,0.34
MELD,train,meld-train-dia106-utt5,meld_emotion_sentiment_keyword_proxy,"Uh-oh, I feel another one coming.",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia680-utt13,meld_emotion_sentiment_keyword_proxy,"Oh, you have been through so much.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-07-02-01-01-13,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 13,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_13\03-01-07-02-01-01-13.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia99-utt15,meld_emotion_sentiment_keyword_proxy,"So, are you ready to go?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia938-utt1,meld_emotion_sentiment_keyword_proxy,"I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia237-utt0,meld_emotion_sentiment_keyword_proxy,"So! I'm just an empty vase, huh?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia936-utt20,meld_emotion_sentiment_keyword_proxy,"Y’know what? No. It’s not over until someone says, ""I do.""",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia571-utt15,meld_emotion_sentiment_keyword_proxy,"Hey, that’s never gonna make it all the way over here, buddy!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1007-utt5,meld_emotion_sentiment_keyword_proxy,"Oh, I blew it. I wouldn’t of even hired me.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia300-utt3,meld_emotion_sentiment_keyword_proxy,"Oh, boy, do they suck.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
